gene,log2FoldChange,stat,pvalue,padj
ENSG00000167995,39.522453,0.0,35.89959,0.0
ENSG00000269968,38.81914,0.0,10.218922,0.0
ENSG00000170421,38.67698,0.0,19.998985,0.0
ENSG00000167645,38.485325,0.0,11.090563,0.0
ENSG00000259342,37.674854,3.4528354354744854e-307,11.0832815,1.28220493972893e-310
ENSG00000203865,36.77795,1.00764186510765e-292,9.215975,4.1576244640520296e-296
ENSG00000121905,35.578236,6.14268382542407e-274,10.295436,3.041434473720451e-277
ENSG00000286037,34.303448,1.299594589559346e-254,7.5091195,6.970923281181505e-258
ENSG00000198695,34.230892,1.4533077841046425e-253,20.785625,8.395077148648703e-257
ENSG00000259498,33.588856,3.9426824204317067e-244,7.1666756,2.4401813957119823e-247
ENSG00000162896,32.36644,1.1612292730277428e-226,6.4204335,8.145278775982682e-230
ENSG00000287967,31.784216,1.4402440524969488e-218,6.5907717,1.0696646701165653e-221
ENSG00000224281,30.683996,1.1277544078595095e-203,10.516826,9.30644007145989e-207
ENSG00000280416,30.312368,9.090454182452222e-199,7.9064193,7.876693259262942e-202
ENSG00000279035,27.875782,5.780141552569654e-168,4.1234107,5.246868879209952e-171
ENSG00000172803,27.569115,2.7516149722677115e-164,4.9002676,2.6112866959134084e-167
ENSG00000280064,27.367872,6.683250854836463e-162,5.8607097,6.618172161911005e-165
ENSG00000258017,27.078823,1.6302265935033715e-158,6.5161686,1.7488814751232734e-161
ENSG00000272734,27.05919,2.6728496812395937e-158,11.526162,2.977675416465961e-161
ENSG00000248223,26.256517,5.032781526856804e-149,8.708939,6.0220607476005655e-152
ENSG00000143164,26.183733,3.289228538951958e-148,4.729501,4.071499264258077e-151
ENSG00000181350,25.721424,5.099043179744888e-143,5.5627203,6.732521115358822e-146
ENSG00000161010,25.025528,2.2988907467958308e-135,3.805765,3.225048910342393e-138
ENSG00000169894,24.443403,4.0955517966464197e-129,5.8880033,5.914520254275652e-132
ENSG00000182472,24.387537,1.5611847395663042e-128,4.9056616,2.3189738663305394e-131
ENSG00000231160,24.358572,3.0808003227722837e-128,4.8303804,4.703317871867243e-131
ENSG00000261359,24.215822,9.667689010197341e-127,5.3587766,1.5158119425131993e-129
ENSG00000176472,24.065262,3.591124322822302e-125,5.5532966,5.778752623785682e-128
ENSG00000179818,23.927177,9.677379628485025e-124,3.3673065,1.5971908942870153e-126
ENSG00000258232,23.506626,2.0627429655064066e-119,5.476223,3.4895387681862795e-122
ENSG00000198763,22.965256,5.587188140192321e-114,4.847107,1.0373967086509921e-116
ENSG00000100413,22.532104,1.0599101522239795e-109,4.3644724,2.0117126176886887e-112
ENSG00000162194,22.514748,1.5347520012268793e-109,3.385265,2.976289159005749e-112
ENSG00000118855,22.351429,5.9045001428766074e-108,6.8706307,1.1694009195332447e-110
ENSG00000267815,22.347935,6.2547210050591155e-108,7.163256,1.2645705943550777e-110
ENSG00000260879,22.31738,1.2144120568406477e-107,4.4850526,2.505388795264581e-110
ENSG00000198804,21.915438,8.796721429991264e-104,56.145706,1.851100812549738e-106
ENSG00000269439,21.901327,1.1760417242115446e-103,3.4980884,2.523278167148057e-106
ENSG00000262413,21.622229,5.075283795784914e-101,3.4779258,1.1098780375334231e-103
ENSG00000198888,21.557457,2.022791501575875e-100,5.763344,4.506962414800184e-103
ENSG00000238045,20.776672,3.100918032475301e-93,3.9310834,7.0370726104201005e-96
ENSG00000152767,20.727894,8.400350428759891e-93,4.695662,1.940995312801427e-95
ENSG00000138092,20.674067,2.521489984661553e-92,4.2385783,5.930224836017021e-95
ENSG00000274993,20.49994,9.007293761543795e-91,5.846091,2.1555662575075925e-93
ENSG00000273763,20.460844,1.975797153255408e-90,3.6992419,4.809870937533795e-93
ENSG00000275944,19.957308,4.98193640698281e-86,8.022762,1.295023905099509e-88
ENSG00000289740,19.73534,4.0604651793657385e-84,104.95023,1.0722469527950458e-86
ENSG00000227617,19.54211,1.7953442851915283e-82,6.681402,4.815042851025307e-85
ENSG00000244383,19.267632,3.6877981345153515e-80,5.8913827,1.0042691734527694e-82
ENSG00000197774,18.687796,2.1858288387702781e-75,3.336373,6.223064444427677e-78
ENSG00000262831,18.610685,9.113799159752022e-75,2.8698125,2.6323070687516156e-77
ENSG00000099974,18.336197,1.4526273864721707e-72,2.776921,4.255510168324976e-75
ENSG00000289100,18.278154,4.1583883049519403e-72,2.316037,1.2353686992760344e-74
ENSG00000261385,18.237593,8.620272011967055e-72,6.309406,2.596467473484053e-74
ENSG00000233041,18.16065,3.463966716316116e-71,4.142728,1.0576561190270365e-73
ENSG00000267469,18.063984,1.978914687394205e-70,3.8747303,6.12389014501425e-73
ENSG00000132763,17.77454,3.5034417237681046e-68,3.0978205,1.1130756425571218e-70
ENSG00000272273,17.36368,4.829594547425812e-65,4.9500184,1.5543339441294494e-67
ENSG00000243655,17.349514,6.102641770618522e-65,3.5666978,1.989225531766229e-67
ENSG00000265401,17.290379,1.6839992351635135e-64,2.6702528,5.558670523728382e-67
ENSG00000108515,17.273417,2.2319076538050762e-64,2.9859807,7.459338172892027e-67
ENSG00000198727,17.257221,2.918699384433289e-64,11.777549,9.875117574002711e-67
ENSG00000116044,17.186974,9.70736810215197e-64,2.8382127,3.324441130873962e-66
ENSG00000224875,17.149284,1.8143037818464658e-63,3.520357,6.363088853645387e-66
ENSG00000198865,17.008936,1.964158399859992e-62,7.5103726,7.050741904102133e-65
ENSG00000104129,16.83676,3.573606926798905e-61,3.8606336,1.312308204675287e-63
ENSG00000025770,16.79198,7.522839038598307e-61,3.6820152,2.793594295567947e-63
ENSG00000131981,16.432661,2.94124447077014e-58,3.0404024,1.1164981486666649e-60
ENSG00000158062,16.39265,5.624355861295458e-58,3.7755356,2.1582154443822312e-60
ENSG00000215375,16.244333,6.184906753578665e-57,2.5405364,2.4498722905741537e-59
ENSG00000269821,16.046124,1.5203311495885936e-55,3.3722556,6.08483749422733e-58
ENSG00000243004,15.933002,9.248257436239086e-55,3.4530144,3.7395990623511734e-57
ENSG00000284966,15.751787,1.618176033441928e-53,5.0888987,6.67674547549896e-56
ENSG00000137288,15.566605,2.945585108464888e-52,3.7936776,1.2275296911823471e-54
ENSG00000230021,15.525344,5.554035719201402e-52,3.4683378,2.3374799610436664e-54
ENSG00000124243,15.458691,1.5362948595583643e-51,4.508531,6.59245194727141e-54
ENSG00000266865,15.406734,3.309500161157609e-51,28.26842,1.4747731366769342e-53
ENSG00000163435,15.365553,6.195749113806198e-51,3.005238,2.786502118356476e-53
ENSG00000280486,15.145117,1.7503410446742855e-49,2.2016664,8.160939843546552e-52
ENSG00000213347,14.995707,1.6506851563513145e-48,3.374795,7.832513326473063e-51
ENSG00000189143,14.978902,2.1074765363268962e-48,2.9952772,1.0086948267615115e-50
ENSG00000205277,14.923092,4.830898563099985e-48,5.1609416,2.3321304335810294e-50
ENSG00000115486,14.817094,2.333088544331163e-47,3.3455458,1.1359318708989818e-49
ENSG00000135540,14.758387,5.533575323756299e-47,4.6866565,2.7170137957047348e-49
ENSG00000251279,14.600309,5.646451973745638e-46,2.2376852,2.795734596672209e-48
ENSG00000275454,14.321662,3.1833512537123353e-44,2.2950416,1.6024461666648988e-46
ENSG00000258451,14.203549,1.7021458276457665e-43,2.9704013,8.708783736098162e-46
ENSG00000103740,14.119912,5.5519630125667085e-43,4.320691,2.863489753139291e-45
ENSG00000147687,14.068598,1.1303503742575716e-42,2.6099534,5.923192669199191e-45
ENSG00000214413,14.05273,1.403438338799954e-42,2.4176795,7.412118640303439e-45
ENSG00000198874,13.928226,8.01899968060172e-42,1.9209483,4.2682412889817707e-44
ENSG00000240567,13.913203,9.743815310900842e-42,3.4732838,5.266709876745381e-44
ENSG00000279756,13.847756,2.409797923984024e-41,6.11142,1.3124827775453506e-43
ENSG00000267598,13.80006,4.5714495307240834e-41,2.785646,2.5464007536216837e-43
ENSG00000198786,13.5416765,1.5698556953315427e-39,6.114766,8.873998607873467e-42
ENSG00000256751,13.4235525,7.729175836302222e-39,4.202287,4.400999609711613e-41
ENSG00000048162,13.3619375,1.746774922065257e-38,2.2666287,1.009029910418947e-40
ENSG00000254501,13.354702,1.9114157939843954e-38,3.164944,1.1120218969788734e-40
ENSG00000137496,13.339352,2.332157592181972e-38,3.4256682,1.3664234118247237e-40
ENSG00000153187,13.326289,2.759094718203601e-38,1.583971,1.6279524042874854e-40
ENSG00000259972,13.130062,3.651478601076656e-37,2.9935222,2.2147522460730667e-39
ENSG00000176014,13.04132,1.1661751975652002e-36,4.050509,7.121386748623932e-39
ENSG00000225855,12.989622,2.2639094564947784e-36,3.0156512,1.401165285006671e-38
ENSG00000226963,12.966248,3.051348588139023e-36,1.4969356,1.9011125466619594e-38
ENSG00000135913,12.946131,3.939934969232483e-36,4.7050834,2.470994039129136e-38
ENSG00000228830,12.877438,9.490531238664518e-36,3.4750574,6.030458040742431e-38
ENSG00000179965,12.858887,1.1988686890227893e-35,3.0221946,7.667298514545814e-38
ENSG00000180822,12.848845,1.3563485632194178e-35,5.6302676,8.730416564706601e-38
ENSG00000257950,12.7014065,8.797134083657494e-35,1.9084622,5.807647521807225e-37
ENSG00000249996,12.696492,9.30897150155819e-35,7.595226,6.18395944772598e-37
ENSG00000198886,12.67154,1.2720667350200593e-34,5.5404983,8.502839209161975e-37
ENSG00000267984,12.634078,2.036882669986544e-34,2.4051654,1.36991201191536e-36
ENSG00000270641,12.60482,2.9353048856623242e-34,2.999554,1.9862601140807937e-36
ENSG00000139625,12.394696,4.027833623537435e-33,3.2280958,2.792028588687445e-35
ENSG00000267787,12.198232,4.528532456459266e-32,4.9951124,3.176475151007077e-34
ENSG00000262049,12.182589,5.423088779296892e-32,3.5871265,3.8487013947807618e-34
ENSG00000234771,12.17923,5.618421859693973e-32,4.2730217,4.010509084531513e-34
ENSG00000276185,12.124693,1.0761986884039624e-31,3.29725,7.81527352529697e-34
ENSG00000240889,12.105916,1.345519306582429e-31,2.6239805,9.826576880058176e-34
ENSG00000260465,12.092313,1.579081472375926e-31,3.8532736,1.1597479042866597e-33
ENSG00000162585,12.029008,3.3495097100605917e-31,3.0815701,2.501490582278293e-33
ENSG00000109686,11.996538,4.933375258096745e-31,3.3504717,3.7047132240204967e-33
ENSG00000205476,11.907434,1.4337207734620766e-30,2.6582806,1.0825668490821918e-32
ENSG00000188582,11.813192,4.370970986993673e-30,2.3991375,3.3364814020210824e-32
ENSG00000143156,11.805427,4.76808639530957e-30,5.3520436,3.6592839970604887e-32
ENSG00000287299,11.733308,1.0959960799957476e-29,4.434205,8.602926260324795e-32
ENSG00000165215,11.73297,1.0959960799957476e-29,2.5337327,8.63736801779121e-32
ENSG00000171431,11.72472,1.2018916673951895e-29,3.4759648,9.521505204649133e-32
ENSG00000179271,11.714757,1.344878126139551e-29,2.220706,1.0709749065230788e-31
ENSG00000187942,11.700793,1.5774315058215116e-29,5.024031,1.2626741711890297e-31
ENSG00000176563,11.662971,2.4490364826727397e-29,3.146142,1.970465894211851e-31
ENSG00000255857,11.658281,2.5744766133163485e-29,4.593024,2.0820160761264412e-31
ENSG00000271980,11.628066,3.650712907292439e-29,4.092749,2.9674469497301963e-31
ENSG00000287387,11.625823,3.7289479832984305e-29,1.4616857,3.046425568134549e-31
ENSG00000183751,11.612445,4.3390810163280584e-29,4.7407994,3.5627872679042898e-31
ENSG00000008226,11.568175,7.239236971440831e-29,4.1010556,5.973953599142458e-31
ENSG00000103037,11.512162,1.3814476825572043e-28,2.9055226,1.14569641935137e-30
ENSG00000287952,11.420185,3.9580853846380286e-28,2.560414,3.315280298240303e-30
ENSG00000248015,11.402389,4.832946203994633e-28,3.7458782,4.068002251258067e-30
ENSG00000254369,11.17048,6.658809573635552e-27,4.4676147,5.687298158700112e-29
ENSG00000257218,11.154566,7.926107520273522e-27,2.115436,6.802402889160309e-29
ENSG00000141232,11.06473,2.1571429344901806e-26,2.8579695,1.8602198106471686e-28
ENSG00000248487,11.033917,3.011592571519085e-26,1.8360921,2.621909690503907e-28
ENSG00000205890,11.00999,3.910239104594132e-26,6.201136,3.4204105057515926e-28
ENSG00000120539,10.992498,4.7250874569249624e-26,1.9630913,4.1526804271538905e-28
ENSG00000148842,10.980699,5.334735593896456e-26,2.5002708,4.732497741738481e-28
ENSG00000284526,10.964875,6.325861706650132e-26,2.8155186,5.637836807379224e-28
ENSG00000198899,10.940813,8.213161159973036e-26,3.2453911,7.353754628297363e-28
ENSG00000198938,10.906021,1.1938150696992955e-25,2.0073178,1.0787485569571948e-27
ENSG00000122376,10.901017,1.2555971719518393e-25,1.6668657,1.139756469010582e-27
ENSG00000165804,10.8832445,1.5124878923473938e-25,5.084916,1.3854279258174676e-27
ENSG00000261312,10.86617,1.8157284756315503e-25,3.3880267,1.6706859633018475e-27
ENSG00000267688,10.852375,2.102368209785766e-25,8.233165,1.9431031481763147e-27
ENSG00000136699,10.752903,6.18560934052392e-25,1.746979,5.742540442390996e-27
ENSG00000119723,10.7210865,8.652941880441949e-25,3.8629313,8.10454615803071e-27
ENSG00000267580,10.714539,9.246872260762909e-25,5.457986,8.69898859322472e-27
ENSG00000117242,10.703787,1.0295249781504189e-24,3.3191166,9.770207335145912e-27
ENSG00000198752,10.699876,1.0692646477797034e-24,3.9889925,1.0191456248436684e-26
ENSG00000210140,10.681009,1.3048370409483054e-24,2.6578956,1.2490600491005399e-26
ENSG00000285103,10.672365,1.4259895565161612e-24,5.3679724,1.3709175056455917e-26
ENSG00000231806,10.6448765,1.9080969000593702e-24,5.5430408,1.842278736647519e-26
ENSG00000267458,10.523879,6.886221828862525e-24,2.324961,6.705513911584238e-26
ENSG00000176868,10.522301,6.972998951802385e-24,3.0216947,6.818785078301557e-26
ENSG00000096696,10.52158,6.997071568954518e-24,2.6863177,6.871195879729226e-26
ENSG00000259627,10.431124,1.790272961569974e-23,6.5444365,1.787613701518129e-25
ENSG00000275183,10.429196,1.819437115034152e-23,2.4330013,1.8242417022334499e-25
ENSG00000285608,10.391959,2.6684675480775333e-23,2.6484208,2.6975348625144237e-25
ENSG00000163291,10.348974,4.150463912515153e-23,4.1565337,4.229924848948848e-25
ENSG00000259357,10.312087,6.072416891578879e-23,3.8329153,6.213729118301544e-25
ENSG00000119720,10.239607,1.277433376350731e-22,2.571749,1.3177023604872202e-24
ENSG00000041988,10.168582,2.6234988085086734e-22,3.7581704,2.7386746928234624e-24
ENSG00000143153,10.066439,7.417957837668883e-22,2.176054,7.774225494173528e-24
ENSG00000171345,10.045115,9.17496798715634e-22,2.342502,9.653477623060184e-24
ENSG00000210144,10.044056,9.237855967140344e-22,2.647308,9.757761708152864e-24
ENSG00000261320,10.028626,1.0717600851064051e-21,4.5564294,1.1409230151735127e-23
ENSG00000100979,10.016184,1.2108889999364943e-21,3.8065038,1.2940264523170162e-23
ENSG00000230590,10.013514,1.239258478047813e-21,2.2547317,1.3294570238175912e-23
ENSG00000172426,9.962831,2.0582964812035075e-21,3.0554533,2.216600848300526e-23
ENSG00000169251,9.882957,4.5480921854186176e-21,1.6919296,4.935419395795909e-23
ENSG00000119772,9.818424,8.578490311334871e-21,1.5340592,9.379847881266467e-23
ENSG00000280211,9.815798,8.771723048454011e-21,3.4105382,9.62732435587047e-23
ENSG00000259488,9.779136,1.251475936775317e-20,1.991402,1.3838733745493687e-22
ENSG00000231663,9.770502,1.3577806431056833e-20,3.152967,1.5070267081838128e-22
ENSG00000141736,9.763526,1.44915242819532e-20,1.986034,1.6144213385572555e-22
ENSG00000210196,9.648896,4.4273355130440084e-20,1.9838594,4.96878717423655e-22
ENSG00000053524,9.642382,4.700288285863241e-20,4.993627,5.2945151924437395e-22
ENSG00000166337,9.614217,6.137186279116047e-20,2.1072738,6.963716070130851e-22
ENSG00000172613,9.577115,8.763022391862104e-20,2.9489255,9.979345519697726e-22
ENSG00000280143,9.560311,1.0272157772962766e-19,4.3860784,1.1740335464229601e-21
ENSG00000279110,9.485713,2.0762941333871784e-19,4.5342298,2.4073223777925283e-21
ENSG00000257553,9.34214,8.000107457722249e-19,1.7461666,9.440628539810873e-21
ENSG00000217702,9.318281,9.98494236115549e-19,2.198673,1.1824057012921382e-20
ENSG00000164300,9.277764,1.4464073267809678e-18,3.153248,1.7307234063644193e-20
ENSG00000040531,9.27525,1.4758290246175058e-18,4.9991965,1.7720178501555296e-20
ENSG00000076344,9.245564,1.9422149661237165e-18,8.407842,2.3400180314743575e-20
ENSG00000101160,9.231026,2.217237541468381e-18,1.7287135,2.680519061108416e-20
ENSG00000139351,9.230394,2.2227554518484607e-18,4.1068053,2.6963612099498576e-20
ENSG00000171747,9.223982,2.351853695983163e-18,1.459626,2.862670574001622e-20
ENSG00000270117,9.207719,2.718419129414494e-18,1.304836,3.3312860267210125e-20
ENSG00000148339,9.204743,2.785415463713121e-18,3.7699134,3.4248795518505944e-20
ENSG00000138078,9.164227,4.031532922201083e-18,3.8299546,4.9903444324984523e-20
ENSG00000272821,9.111786,6.503337671292939e-18,3.2658036,8.103680379313696e-20
ENSG00000144741,9.054251,1.0998848485499537e-17,3.77457,1.3750829720689718e-19
ENSG00000261604,9.013216,1.595280324274038e-17,4.271346,2.0010117947652565e-19
ENSG00000264577,8.943463,2.9872005584156136e-17,1.6870095,3.771593377105041e-19
ENSG00000204623,8.928114,3.4209465353615174e-17,1.3512882,4.3333495063376214e-19
ENSG00000235027,8.920461,3.642078377149363e-17,2.0435977,4.643514682864966e-19
ENSG00000175309,8.9114895,3.936502401779683e-17,2.7316065,5.035136757516512e-19
ENSG00000111057,8.899036,4.375980009685033e-17,1.7078928,5.633379117930888e-19
ENSG00000265784,8.896501,4.4627799081708756e-17,3.9315884,5.763534045459168e-19
ENSG00000130733,8.89455,4.527365634092023e-17,2.1166105,5.865624728110642e-19
ENSG00000062716,8.882536,5.028231933477525e-17,2.4231339,6.535290720603319e-19
ENSG00000269243,8.863355,5.954877433140518e-17,1.7194908,7.764240257766974e-19
ENSG00000112309,8.859759,6.130684471143774e-17,2.8543012,8.018761253311505e-19
ENSG00000157911,8.85037,6.648055947332289e-17,3.3727489,8.722898957136771e-19
ENSG00000248527,8.839438,7.26330792299126e-17,1.3151989,9.62007692391564e-19
ENSG00000232998,8.836046,7.463917459683597e-17,2.1575408,9.91657625853325e-19
ENSG00000183208,8.75082,1.5650538674965868e-16,2.6532173,2.1180791737039136e-18
ENSG00000106785,8.735154,1.7924605341592118e-16,2.8196406,2.433237810440587e-18
ENSG00000125966,8.719916,2.0446830939831114e-16,4.0751023,2.7840626382836554e-18
ENSG00000138443,8.680178,2.8673301348009477e-16,3.3682113,3.951511243701587e-18
ENSG00000166825,8.624107,4.673153453557724e-16,3.3149004,6.459425676439337e-18
ENSG00000132600,8.618687,4.885165645261247e-16,3.9786935,6.7726343324301825e-18
ENSG00000175182,8.612916,5.122286404149142e-16,5.939654,7.122505851618504e-18
ENSG00000245748,8.548371,8.898721401600818e-16,4.0028486,1.2483764963460464e-17
ENSG00000140398,8.5192375,1.134833268759008e-15,3.2285802,1.6060728304354667e-17
ENSG00000267026,8.490724,1.4426011434464848e-15,5.4166293,2.0535459419418934e-17
ENSG00000198712,8.484356,1.5194228965833486e-15,3.8772712,2.1691711595058534e-17
ENSG00000170584,8.465388,1.7831390563432512e-15,3.294191,2.55301721633565e-17
ENSG00000075975,8.432445,2.357562851439373e-15,2.093554,3.385178545555792e-17
ENSG00000197273,8.425232,2.500246741648488e-15,4.0659633,3.600371813976408e-17
ENSG00000039123,8.412564,2.7619705732524555e-15,3.3338962,4.011444305103418e-17
ENSG00000272173,8.402353,2.996092194521473e-15,1.6635257,4.3762033209300276e-17
ENSG00000279689,8.375879,3.731611741893245e-15,2.2653897,5.481324393934624e-17
ENSG00000162599,8.367449,3.9971840388662926e-15,3.849474,5.887913442297683e-17
ENSG00000067182,8.361182,4.203575064360426e-15,4.18349,6.209274934151809e-17
ENSG00000140675,8.326819,5.590667780614702e-15,2.3324018,8.304342304923637e-17
ENSG00000166260,8.278503,8.327904636678027e-15,3.9355783,1.2473301630277786e-16
ENSG00000167971,8.277489,8.376051753884345e-15,3.7649236,1.257997540193886e-16
ENSG00000197753,8.236894,1.1639864952749651e-14,3.2997808,1.7673998607905065e-16
ENSG00000145916,8.193841,1.6573492559243335e-14,2.25162,2.530199804802787e-16
ENSG00000267165,8.181522,1.8309642481060905e-14,3.9368954,2.802804654428782e-16
ENSG00000213918,8.177803,1.8832797765040958e-14,3.320756,2.890658841638569e-16
ENSG00000012211,8.155004,2.268768070251647e-14,1.9840968,3.491708574863279e-16
ENSG00000181826,8.133274,2.700529742095063e-14,2.205421,4.1784892444530804e-16
ENSG00000111752,8.129104,2.7876262910272144e-14,2.6655045,4.3247544373090963e-16
ENSG00000253764,8.107341,3.326152398464838e-14,7.9131584,5.173953846431936e-16
ENSG00000143882,8.1005,3.500077205625357e-14,1.3741137,5.473383648011265e-16
ENSG00000163624,8.09748,3.578611573549603e-14,5.210622,5.610960546083714e-16
ENSG00000197183,8.090503,3.779722297758008e-14,2.6924326,5.941880654587395e-16
ENSG00000173702,8.06146,4.770562960107477e-14,3.261352,7.538890962704918e-16
ENSG00000289924,8.02819,6.211049431355378e-14,4.581842,9.892164880769005e-16
ENSG00000197548,8.025439,6.33537281965104e-14,3.5225697,1.0116311607546429e-15
ENSG00000267128,8.021315,6.534940290436558e-14,5.4333625,1.0461944350096487e-15
ENSG00000258430,7.988732,8.472263070528462e-14,3.6475058,1.3633366056717693e-15
ENSG00000180104,7.8931823,1.821267216718128e-13,4.6116414,2.9457697184085912e-15
ENSG00000187066,7.872366,2.1460666836353333e-13,2.2527564,3.479964543112254e-15
ENSG00000125144,7.8191023,3.239666231731316e-13,4.6428204,5.320131870890674e-15
ENSG00000173209,7.81722,3.2802158984293265e-13,1.832048,5.4002564097759585e-15
ENSG00000163382,7.770764,4.726876754004803e-13,1.8333638,7.801414018822912e-15
ENSG00000188368,7.7617364,5.050634618769565e-13,2.946014,8.377434876816988e-15
ENSG00000137135,7.755786,5.26702027590939e-13,2.3482747,8.77981594102737e-15
ENSG00000189060,7.7385645,6.002015641821524e-13,2.4649715,1.0054540149280157e-14
ENSG00000119866,7.736412,6.074543903426572e-13,4.0753527,1.022616732380773e-14
ENSG00000161999,7.7271366,6.517802855630944e-13,2.425816,1.0999262947487442e-14
ENSG00000267484,7.7263813,6.54057180651262e-13,3.5429652,1.1064674206429172e-14
ENSG00000261790,7.7189317,6.91750124650228e-13,3.194119,1.1730867355638048e-14
ENSG00000225335,7.690192,8.621318961225192e-13,2.448523,1.469138773306653e-14
ENSG00000273175,7.6889415,8.684996514115544e-13,1.4395065,1.483573426656146e-14
ENSG00000119185,7.6728024,9.827476558005773e-13,3.90339,1.6827870818503033e-14
ENSG00000197747,7.5787625,2.0179261843655468e-12,1.5425535,3.4886576631835455e-14
ENSG00000167100,7.558093,2.354767946834235e-12,4.7529864,4.090216164376258e-14
ENSG00000166126,7.5579467,2.354767946834235e-12,3.0672214,4.0948248190656054e-14
ENSG00000197885,7.5577774,2.354767946834235e-12,2.16205,4.100148842895062e-14
ENSG00000270761,7.547172,2.542555529648598e-12,1.6664538,4.4481083700734676e-14
ENSG00000256879,7.545876,2.5619305971365815e-12,4.0613637,4.4925751105093544e-14
ENSG00000233860,7.5341887,2.7955629897077935e-12,5.873847,4.9138052220478624e-14
ENSG00000215256,7.5288463,2.9044823231760363e-12,2.0337946,5.1190519631817854e-14
ENSG00000253304,7.5285873,2.9044823231760363e-12,3.1466115,5.129222785605477e-14
ENSG00000266978,7.5252285,2.9731817708644724e-12,1.4960604,5.26281143629666e-14
ENSG00000255404,7.5194244,3.093766218399991e-12,5.740838,5.501787589249035e-14
ENSG00000259884,7.504469,3.4602615032636307e-12,1.7574561,6.167820471240669e-14
ENSG00000274177,7.499093,3.5968351819989604e-12,2.8401577,6.426100155989231e-14
ENSG00000255224,7.47112,4.430562060967202e-12,1.461568,7.951515969323494e-14
ENSG00000224186,7.4517126,5.121600731422989e-12,3.5821512,9.213640530204749e-14
ENSG00000236782,7.446765,5.305131857308487e-12,1.2354177,9.565698224310153e-14
ENSG00000198198,7.4305468,5.984284183669229e-12,0.96594006,1.0814971416269691e-13
ENSG00000119888,7.4291153,6.0356104554492876e-12,0.49302834,1.0932633231318027e-13
ENSG00000266036,7.3735976,9.127451060632192e-12,1.6980183,1.6608375630214543e-13
ENSG00000175110,7.324944,1.3045891657089826e-11,1.4199015,2.3899884039230414e-13
ENSG00000115386,7.3233094,1.3176146406197048e-11,5.7219143,2.4192874858713017e-13
ENSG00000289987,7.313651,1.41275210225201e-11,3.316828,2.5997996270192956e-13
ENSG00000289637,7.2934093,1.6385481269218836e-11,3.9609926,3.022078778404365e-13
ENSG00000280162,7.282432,1.7696860260431565e-11,27.842154,3.278548546349964e-13
ENSG00000219410,7.2674537,1.972952183028789e-11,3.0459707,3.663263254509635e-13
ENSG00000279069,7.196,3.302733584699286e-11,1.3438258,6.20046121900551e-13
ENSG00000136826,7.1817317,3.6424830079723446e-11,2.2830517,6.883385119868518e-13
ENSG00000198728,7.17746,3.749886970599201e-11,2.3021014,7.101824226378252e-13
ENSG00000260681,7.175364,3.799520671686258e-11,5.4562883,7.211501522428118e-13
ENSG00000186919,7.168951,3.9645508124003865e-11,2.9217343,7.557445433771986e-13
ENSG00000106246,7.1547956,4.3864336786737296e-11,2.3662264,8.379760658631526e-13
ENSG00000137801,7.115654,5.768141024863424e-11,3.2885485,1.1138347910695174e-12
ENSG00000164855,7.0766926,7.58071989171962e-11,3.1115835,1.4763573976281815e-12
ENSG00000257167,7.0416303,9.735557904519363e-11,1.7294979,1.9000325502713562e-12
ENSG00000198788,7.0249615,1.0948388821364367e-10,5.6226315,2.141251155853569e-12
ENSG00000092330,7.0110655,1.2042150908866587e-10,2.3281615,2.3651030832730217e-12
ENSG00000173786,7.007842,1.229694540288771e-10,2.0727732,2.4202190778913345e-12
ENSG00000108556,6.9728136,1.565331388069859e-10,2.297527,3.106636398999844e-12
ENSG00000155008,6.9682946,1.613083379974612e-10,1.6089197,3.20806316697377e-12
ENSG00000185246,6.963786,1.662132876717862e-10,2.0552146,3.312469794746358e-12
ENSG00000116062,6.9514565,1.8103578001445314e-10,1.0899976,3.6153374124028438e-12
ENSG00000218537,6.9159436,2.312914281903522e-10,8.249074,4.6475872886904406e-12
ENSG00000092841,6.900368,2.565451352546808e-10,1.1778233,5.186793046492556e-12
ENSG00000253133,6.89852,2.593752921308136e-10,2.1430702,5.254714822422407e-12
ENSG00000166145,6.891825,2.707795443479461e-10,3.343233,5.50810015528707e-12
ENSG00000188163,6.8865957,2.803490180443888e-10,2.9836302,5.714326411698632e-12
ENSG00000100241,6.883688,2.855563659687004e-10,2.8888988,5.832249593765749e-12
ENSG00000104043,6.8800254,2.924051533966663e-10,5.920779,5.984195250237105e-12
ENSG00000260304,6.87146,3.098901697359974e-10,0.8690853,6.354819869565551e-12
ENSG00000082701,6.8120313,4.664465507779154e-10,2.7449033,9.623010207499492e-12
ENSG00000138286,6.8011556,5.020543221900821e-10,3.7056692,1.0378330393515067e-11
ENSG00000196566,6.800062,5.048711916606043e-10,3.9987364,1.0457391410035625e-11
ENSG00000002933,6.7966247,5.160316176269745e-10,3.3141496,1.0709849136258798e-11
ENSG00000173113,6.793221,5.273110714248624e-10,2.5559635,1.0965703086240742e-11
ENSG00000131470,6.784374,5.595440890830393e-10,3.3558154,1.1659092465214345e-11
ENSG00000255114,6.764448,6.409527862913643e-10,1.5514662,1.3381833217669185e-11
ENSG00000183798,6.7470465,7.212706150375097e-10,7.2937284,1.508847177025984e-11
ENSG00000260853,6.745604,7.270400354231657e-10,2.7345927,1.5239162320307318e-11
ENSG00000250722,6.71753,8.766273444119239e-10,4.2240987,1.848310665928755e-11
